country,country_code,module_version,currency,canton_code,canton_name_fr,canton_name_en,reference_municipality,gross_monthly_chf,gross_annual_chf,employee_ahv_iv_eo_monthly_chf,employee_unemployment_monthly_chf,employee_lpp_monthly_chf,employee_accident_monthly_chf,employee_total_contrib_monthly_chf,employer_ahv_iv_eo_monthly_chf,employer_unemployment_monthly_chf,employer_lpp_monthly_chf,employer_accident_monthly_chf,employer_total_contrib_monthly_chf,net_before_tax_monthly_chf,withholding_tax_monthly_chf,withholding_tax_rate_percent,net_after_tax_monthly_chf,ordinary_federal_tax_monthly_chf,ordinary_cantonal_tax_monthly_chf,ordinary_communal_tax_monthly_chf,ordinary_tax_monthly_chf,net_after_ordinary_tax_monthly_chf,employer_cost_monthly_chf,social_wedge_monthly_chf,total_wedge_after_tax_monthly_chf,total_wedge_after_ordinary_tax_monthly_chf,employee_contribution_rate,employer_contribution_rate,social_wedge_rate_employer_cost,cost_to_net_before_tax_ratio,cost_to_net_after_tax_ratio,cost_to_net_after_ordinary_tax_ratio,withholding_tax_status,ordinary_tax_status,profile_id
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,13600.0,163200.0,720.8,135.85,267.75,148.2,1272.6,720.8,135.85,267.75,61.75,1186.15,12327.4,2615.28,19.23,9712.12,710.63,1856.36,2041.99,4608.99,7718.41,14786.15,2458.75,5074.03,7067.74,0.09357353,0.08721691,0.16628737,1.19945406,1.52244309,1.91569896,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,13700.0,164400.0,726.1,135.85,267.75,148.2,1277.9,726.1,135.85,267.75,61.75,1191.45,12422.1,2649.58,19.34,9772.52,721.63,1870.01,2057.01,4648.65,7773.45,14891.45,2469.35,5118.93,7118.0,0.09327737,0.08696715,0.16582334,1.19878684,1.5238086,1.91568094,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,13800.0,165600.0,731.4,135.85,267.75,148.2,1283.2,731.4,135.85,267.75,61.75,1196.75,12516.8,2686.86,19.47,9829.94,732.63,1890.56,2079.61,4702.81,7813.99,14996.75,2479.95,5166.81,7182.76,0.09298551,0.08672101,0.16536583,1.19812971,1.52561969,1.91921797,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,13900.0,166800.0,736.7,135.85,267.75,148.2,1288.5,736.7,135.85,267.75,61.75,1202.05,12611.5,2721.62,19.58,9889.88,743.63,1904.26,2094.68,4742.58,7868.92,15102.05,2490.55,5212.17,7233.13,0.09269784,0.08647842,0.1649147,1.19748246,1.52702055,1.91920238,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,14000.0,168000.0,742.0,135.85,267.75,148.2,1293.8,742.0,135.85,267.75,61.75,1207.35,12706.2,2759.4,19.71,9946.8,754.63,1917.96,2109.75,4782.35,7923.85,15207.35,2501.15,5260.55,7283.5,0.09241429,0.08623929,0.16446981,1.19684485,1.52886858,1.91918701,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,14100.0,169200.0,747.3,135.85,267.75,148.2,1299.1,747.3,135.85,267.75,61.75,1212.65,12800.9,2793.21,19.81,10007.69,765.63,1931.66,2124.82,4822.11,7978.79,15312.65,2511.75,5304.96,7333.86,0.09213475,0.08600355,0.16403105,1.19621667,1.53008836,1.91916945,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,14200.0,170400.0,752.6,135.85,267.75,148.2,1304.4,752.6,135.85,267.75,61.75,1217.95,12895.6,2831.48,19.94,10064.12,776.63,1945.36,2139.89,4861.88,8033.72,15417.95,2522.35,5353.83,7384.23,0.09185915,0.08577113,0.16359827,1.19559772,1.531972,1.91915451,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,14300.0,171600.0,757.9,135.85,267.75,148.2,1309.7,757.9,135.85,267.75,61.75,1223.25,12990.3,2870.01,20.07,10120.29,787.63,1959.06,2154.96,4901.65,8088.65,15523.25,2532.95,5402.96,7434.6,0.09158741,0.08554196,0.16317137,1.1949878,1.53387403,1.91913978,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,14400.0,172800.0,763.2,135.85,267.75,148.2,1315.0,763.2,135.85,267.75,61.75,1228.55,13085.0,2905.92,20.18,10179.08,798.63,1972.76,2170.03,4941.42,8143.58,15628.55,2543.55,5449.47,7484.97,0.09131944,0.08531597,0.16275022,1.1943867,1.53535978,1.91912525,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,14500.0,174000.0,768.5,135.85,267.75,148.2,1320.3,768.5,135.85,267.75,61.75,1233.85,13179.7,2943.5,20.3,10236.2,809.63,1986.46,2185.1,4981.19,8198.51,15733.85,2554.15,5497.65,7535.34,0.09105517,0.0850931,0.16233471,1.19379424,1.53707919,1.91911091,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,14600.0,175200.0,773.8,135.85,267.75,148.2,1325.6,773.8,135.85,267.75,61.75,1239.15,13274.4,2979.86,20.41,10294.54,820.63,2000.16,2200.17,5020.96,8253.44,15839.15,2564.75,5544.61,7585.71,0.09079452,0.08487329,0.16192472,1.19321024,1.53859716,1.91909676,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,14700.0,176400.0,779.1,135.85,267.75,148.2,1330.9,779.1,135.85,267.75,61.75,1244.45,13369.1,3019.38,20.54,10349.72,831.63,2013.86,2215.24,5060.73,8308.37,15944.45,2575.35,5594.73,7636.08,0.09053741,0.08465646,0.16152015,1.19263451,1.54056825,1.9190828,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,14800.0,177600.0,784.4,135.85,267.75,148.2,1336.2,784.4,135.85,267.75,61.75,1249.75,13463.8,3062.12,20.69,10401.68,842.63,2027.56,2230.31,5100.5,8363.3,16049.75,2585.95,5648.07,7686.45,0.09028378,0.08444257,0.16112089,1.19206688,1.54299594,1.91906903,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,14900.0,178800.0,789.7,135.85,267.75,148.2,1341.5,789.7,135.85,267.75,61.75,1255.05,13558.5,3100.69,20.81,10457.81,853.63,2048.7,2253.58,5155.91,8402.59,16155.05,2596.55,5697.24,7752.46,0.09003356,0.08423154,0.16072683,1.19150717,1.54478328,1.92262743,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,15000.0,180000.0,795.0,135.85,267.75,148.2,1346.8,795.0,135.85,267.75,61.75,1260.35,13653.2,3144.0,20.96,10509.2,864.63,2062.45,2268.7,5195.79,8457.41,16260.35,2607.15,5751.15,7802.94,0.08978667,0.08402333,0.16033788,1.19095523,1.54724908,1.92261579,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,15100.0,181200.0,800.3,135.85,267.75,148.2,1352.1,800.3,135.85,267.75,61.75,1265.65,13747.9,3183.08,21.08,10564.82,875.63,2076.2,2283.83,5235.66,8512.24,16365.65,2617.75,5800.83,7853.41,0.08954305,0.08381788,0.15995393,1.1904109,1.54907041,1.92260204,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,15200.0,182400.0,805.6,135.85,267.75,148.2,1357.4,805.6,135.85,267.75,61.75,1270.95,13842.6,3225.44,21.22,10617.16,886.63,2089.95,2298.95,5275.54,8567.06,16470.95,2628.35,5853.79,7903.89,0.08930263,0.08361513,0.15957489,1.18987401,1.55135177,1.92259071,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,15300.0,183600.0,810.9,135.85,267.75,148.2,1362.7,810.9,135.85,267.75,61.75,1276.25,13937.3,3265.02,21.34,10672.28,897.63,2103.7,2314.07,5315.41,8621.89,16576.25,2638.95,5903.97,7954.36,0.08906536,0.08341503,0.15920066,1.18934442,1.55320606,1.9225773,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,15400.0,184800.0,816.2,135.85,267.75,148.2,1368.0,816.2,135.85,267.75,61.75,1281.55,14032.0,3309.46,21.49,10722.54,908.63,2117.45,2329.2,5355.29,8676.71,16681.55,2649.55,5959.01,8004.84,0.08883117,0.08321753,0.15883116,1.18882198,1.55574612,1.92256627,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,15500.0,186000.0,821.5,135.85,267.75,148.2,1373.3,821.5,135.85,267.75,61.75,1286.85,14126.7,3352.65,21.63,10774.05,921.28,2131.2,2344.32,5396.81,8729.89,16786.85,2660.15,6012.8,8056.96,0.0886,0.08302258,0.1584663,1.18830654,1.55808169,1.92291655,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,15600.0,187200.0,826.8,135.85,267.75,148.2,1378.6,826.8,135.85,267.75,61.75,1292.15,14221.4,3393.0,21.75,10828.4,934.48,2144.95,2359.45,5438.89,8782.51,16892.15,2670.75,6063.75,8109.64,0.08837179,0.08283013,0.15810598,1.18779797,1.55998578,1.92338523,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,15700.0,188400.0,832.1,135.85,267.75,148.2,1383.9,832.1,135.85,267.75,61.75,1297.45,14316.1,3436.73,21.89,10879.37,947.68,2158.7,2374.57,5480.96,8835.14,16997.45,2681.35,6118.08,8162.31,0.0881465,0.08264013,0.15775013,1.18729612,1.56235609,1.92384614,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,15800.0,189600.0,837.4,135.85,267.75,148.2,1389.2,837.4,135.85,267.75,61.75,1302.75,14410.8,3476.0,22.0,10934.8,960.88,2172.45,2389.7,5523.03,8887.77,17102.75,2691.95,6167.95,8214.98,0.08792405,0.08245253,0.15739866,1.18680087,1.5640661,1.9243016,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,15900.0,190800.0,842.7,135.85,267.75,148.2,1394.5,842.7,135.85,267.75,61.75,1308.05,14505.5,3518.67,22.13,10986.83,974.08,2194.15,2413.57,5581.8,8923.7,17208.05,2702.55,6221.22,8284.35,0.0877044,0.0822673,0.1570515,1.18631209,1.5662434,1.92835371,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,16000.0,192000.0,848.0,135.85,267.75,148.2,1399.8,848.0,135.85,267.75,61.75,1313.35,14600.2,3561.6,22.26,11038.6,987.28,2207.95,2428.75,5623.98,8976.22,17313.35,2713.15,6274.75,8337.13,0.0874875,0.08208438,0.15670855,1.18582965,1.56843712,1.92880188,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,16100.0,193200.0,853.3,135.85,267.75,148.2,1405.1,853.3,135.85,267.75,61.75,1318.65,14694.9,3601.57,22.37,11093.33,1000.48,2221.75,2443.93,5666.16,9028.74,17418.65,2723.75,6325.32,8389.91,0.08727329,0.08190373,0.15636975,1.18535342,1.57019128,1.92924483,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,16200.0,194400.0,858.6,135.85,267.75,148.2,1410.4,858.6,135.85,267.75,61.75,1323.95,14789.6,3645.0,22.5,11144.6,1013.68,2235.55,2459.11,5708.34,9081.26,17523.95,2734.35,6379.35,8442.69,0.08706173,0.08172531,0.15603503,1.1848833,1.57241624,1.92968267,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,16300.0,195600.0,863.9,135.85,267.75,148.2,1415.7,863.9,135.85,267.75,61.75,1329.25,14884.3,3683.8,22.6,11200.5,1026.88,2249.35,2474.29,5750.52,9133.78,17629.25,2744.95,6428.75,8495.47,0.08685276,0.08154908,0.1557043,1.18441915,1.57396991,1.93011546,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,16400.0,196800.0,869.2,135.85,267.75,148.2,1421.0,869.2,135.85,267.75,61.75,1334.55,14979.0,3727.72,22.73,11251.28,1040.08,2263.15,2489.47,5792.7,9186.3,17734.55,2755.55,6483.27,8548.25,0.08664634,0.081375,0.1553775,1.18396088,1.57622511,1.93054331,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,16500.0,198000.0,874.5,135.85,267.75,148.2,1426.3,874.5,135.85,267.75,61.75,1339.85,15073.7,3768.6,22.84,11305.1,1053.28,2276.95,2504.65,5834.88,9238.82,17839.85,2766.15,6534.75,8601.03,0.08644242,0.08120303,0.15505455,1.18350836,1.57803558,1.93096629,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,16600.0,199200.0,879.8,135.85,267.75,148.2,1431.6,879.8,135.85,267.75,61.75,1345.15,15168.4,3811.36,22.96,11357.04,1066.48,2290.75,2519.83,5877.06,9291.34,17945.15,2776.75,6588.11,8653.81,0.08624096,0.08103313,0.1547354,1.1830615,1.58009041,1.93138449,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,16700.0,200400.0,885.1,135.85,267.75,148.2,1436.9,885.1,135.85,267.75,61.75,1350.45,15263.1,3851.02,23.06,11412.08,1079.68,2304.55,2535.01,5919.24,9343.86,18050.45,2787.35,6638.37,8706.59,0.08604192,0.08086527,0.15441997,1.18262018,1.58169676,1.93179799,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,16800.0,201600.0,890.4,135.85,267.75,148.2,1442.2,890.4,135.85,267.75,61.75,1355.75,15357.8,3882.48,23.11,11475.32,1092.88,2318.35,2550.18,5961.42,9396.38,18155.75,2797.95,6680.43,8759.37,0.08584524,0.0806994,0.1541082,1.1821843,1.58215631,1.93220687,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,16900.0,202800.0,895.7,135.85,267.75,148.2,1447.5,895.7,135.85,267.75,61.75,1361.05,15452.5,3917.42,23.18,11535.08,1106.08,2332.15,2565.36,6003.6,9448.9,18261.05,2808.55,6725.97,8812.15,0.08565089,0.0805355,0.15380003,1.18175376,1.58308828,1.9326112,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,17000.0,204000.0,901.0,135.85,267.75,148.2,1452.8,901.0,135.85,267.75,61.75,1366.35,15547.2,3950.8,23.24,11596.4,1119.28,2354.45,2589.89,6063.63,9483.57,18366.35,2819.15,6769.95,8882.78,0.08545882,0.08037353,0.15349539,1.18132847,1.58379756,1.93664938,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,17100.0,205200.0,906.3,135.85,267.75,148.2,1458.1,906.3,135.85,267.75,61.75,1371.65,15641.9,3986.01,23.31,11655.89,1132.48,2368.3,2605.13,6105.91,9535.99,18471.65,2829.75,6815.76,8935.66,0.08526901,0.08021345,0.15319422,1.18090833,1.58474814,1.93704587,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,17200.0,206400.0,911.6,135.85,267.75,148.2,1463.4,911.6,135.85,267.75,61.75,1376.95,15736.6,4021.36,23.38,11715.24,1145.68,2382.15,2620.36,6148.2,9588.4,18576.95,2840.35,6861.71,8988.55,0.0850814,0.08005523,0.15289647,1.18049325,1.58570802,1.93744003,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,17300.0,207600.0,916.9,135.85,267.75,148.2,1468.7,916.9,135.85,267.75,61.75,1382.25,15831.3,4055.12,23.44,11776.18,1158.88,2396.0,2635.6,6190.48,9640.82,18682.25,2850.95,6906.07,9041.43,0.08489595,0.07989884,0.15260207,1.18008313,1.58644399,1.9378279,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,17400.0,208800.0,922.2,135.85,267.75,148.2,1474.0,922.2,135.85,267.75,61.75,1387.55,15926.0,4090.74,23.51,11835.26,1172.08,2409.85,2650.83,6232.76,9693.24,18787.55,2861.55,6952.29,9094.31,0.08471264,0.07974425,0.15231097,1.17967789,1.58742182,1.93821158,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,17500.0,210000.0,927.5,135.85,267.75,148.2,1479.3,927.5,135.85,267.75,61.75,1392.85,16020.7,4123.0,23.56,11897.7,1185.28,2423.7,2666.07,6275.05,9745.65,18892.85,2872.15,6995.15,9147.2,0.08453143,0.07959143,0.15202312,1.17927743,1.58794137,1.93859312,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,17600.0,211200.0,932.8,135.85,267.75,148.2,1484.6,932.8,135.85,267.75,61.75,1398.15,16115.4,4157.12,23.62,11958.28,1198.48,2437.55,2681.3,6317.33,9798.07,18998.15,2882.75,7039.87,9200.08,0.08435227,0.07944034,0.15173846,1.17888169,1.58870256,1.93896859,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,17700.0,212400.0,938.1,135.85,267.75,148.2,1489.9,938.1,135.85,267.75,61.75,1403.45,16210.1,4189.59,23.67,12020.51,1211.68,2451.4,2696.54,6359.62,9850.48,19103.45,2893.35,7082.94,9252.97,0.08417514,0.07929096,0.15145694,1.17849057,1.58923789,1.93934204,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,17800.0,213600.0,943.4,135.85,267.75,148.2,1495.2,943.4,135.85,267.75,61.75,1408.75,16304.8,4223.94,23.73,12080.86,1224.88,2465.25,2711.77,6401.9,9902.9,19208.75,2903.95,7127.89,9305.85,0.084,0.07914326,0.1511785,1.17810399,1.59001511,1.93970958,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,17900.0,214800.0,948.7,135.85,267.75,148.2,1500.5,948.7,135.85,267.75,61.75,1414.05,16399.5,4258.41,23.79,12141.09,1238.08,2479.1,2727.01,6444.19,9955.31,19314.05,2914.55,7172.96,9358.74,0.08382682,0.07899721,0.1509031,1.17772188,1.59080033,1.9400752,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,18000.0,216000.0,954.0,135.85,267.75,148.2,1505.8,954.0,135.85,267.75,61.75,1419.35,16494.2,4291.2,23.84,12203.0,1251.28,2502.0,2752.2,6505.48,9988.72,19419.35,2925.15,7216.35,9430.63,0.08365556,0.07885278,0.15063069,1.17734416,1.59135868,1.94412798,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,18100.0,217200.0,959.3,135.85,267.75,148.2,1511.1,959.3,135.85,267.75,61.75,1424.65,16588.9,4325.9,23.9,12263.0,1264.48,2515.9,2767.49,6547.87,10041.03,19524.65,2935.75,7261.65,9483.62,0.08348619,0.07870994,0.15036121,1.17697075,1.59215934,1.94448677,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,18200.0,218400.0,964.6,135.85,267.75,148.2,1516.4,964.6,135.85,267.75,61.75,1429.95,16683.6,4358.9,23.95,12324.7,1277.68,2529.8,2782.78,6590.26,10093.34,19629.95,2946.35,7305.25,9536.61,0.08331868,0.07856868,0.15009463,1.17660157,1.59273248,1.94484185,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,18300.0,219600.0,969.9,135.85,267.75,148.2,1521.7,969.9,135.85,267.75,61.75,1435.25,16778.3,4393.83,24.01,12384.47,1290.88,2543.7,2798.07,6632.65,10145.65,19735.25,2956.95,7350.78,9589.6,0.08315301,0.07842896,0.14983089,1.17623657,1.59354821,1.94519326,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,18400.0,220800.0,975.2,135.85,267.75,148.2,1527.0,975.2,135.85,267.75,61.75,1440.55,16873.0,4428.88,24.07,12444.12,1304.08,2557.6,2813.36,6675.04,10197.96,19840.55,2967.55,7396.43,9642.59,0.08298913,0.07829076,0.14956995,1.17587566,1.59437148,1.94554107,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,18500.0,222000.0,980.5,135.85,267.75,148.2,1532.3,980.5,135.85,267.75,61.75,1445.85,16967.7,4460.35,24.11,12507.35,1317.28,2571.5,2828.65,6717.43,10250.27,19945.85,2978.15,7438.5,9695.58,0.08282703,0.07815405,0.14931176,1.17551878,1.5947303,1.94588533,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,18600.0,223200.0,985.8,135.85,267.75,148.2,1537.6,985.8,135.85,267.75,61.75,1451.15,17062.4,4495.62,24.17,12566.78,1330.48,2585.4,2843.94,6759.82,10302.58,20051.15,2988.75,7484.37,9748.57,0.08266667,0.07801882,0.14905629,1.17516586,1.59556784,1.94622609,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,18700.0,224400.0,991.1,135.85,267.75,148.2,1542.9,991.1,135.85,267.75,61.75,1456.45,17157.1,4527.27,24.21,12629.83,1343.68,2599.3,2859.23,6802.21,10354.89,20156.45,2999.35,7526.62,9801.56,0.08250802,0.07788503,0.14880348,1.17481684,1.59593993,1.94656341,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,18800.0,225600.0,996.4,135.85,267.75,148.2,1548.2,996.4,135.85,267.75,61.75,1461.75,17251.8,4562.76,24.27,12689.04,1356.88,2613.2,2874.52,6844.6,10407.2,20261.75,3009.95,7572.71,9854.55,0.08235106,0.07775266,0.14855331,1.17447165,1.5967914,1.94689734,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,18900.0,226800.0,1001.7,135.85,267.75,148.2,1553.5,1001.7,135.85,267.75,61.75,1467.05,17346.5,4596.48,24.32,12750.02,1370.08,2627.1,2889.81,6886.99,10459.51,20367.05,3020.55,7617.03,9907.54,0.08219577,0.07762169,0.14830572,1.17413023,1.59741318,1.94722793,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,19000.0,228000.0,1007.0,135.85,267.75,148.2,1558.8,1007.0,135.85,267.75,61.75,1472.35,17441.2,4632.2,24.38,12809.0,1383.28,2641.0,2905.1,6929.38,10511.82,20472.35,3031.15,7663.35,9960.53,0.08204211,0.07749211,0.14806068,1.17379251,1.59827855,1.94755523,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,19100.0,229200.0,1012.3,135.85,267.75,148.2,1564.1,1012.3,135.85,267.75,61.75,1477.65,17535.9,4668.04,24.44,12867.86,1396.48,2664.45,2930.89,6991.83,10544.07,20577.65,3041.75,7709.79,10033.58,0.08189005,0.07736387,0.14781814,1.17345845,1.59915091,1.95158511,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,VS,Valais,Valais,Sion,19200.0,230400.0,1017.6,135.85,267.75,148.2,1569.4,1017.6,135.85,267.75,61.75,1482.95,17630.6,4702.08,24.49,12928.52,1409.68,2678.4,2946.24,7034.32,10596.28,20682.95,3052.35,7754.43,10086.67,0.08173958,0.07723698,0.14757808,1.17312797,1.59979255,1.95190671,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__vs__single_no_child_standard_lpp
