country,country_code,module_version,currency,canton_code,canton_name_fr,canton_name_en,reference_municipality,gross_monthly_chf,gross_annual_chf,employee_ahv_iv_eo_monthly_chf,employee_unemployment_monthly_chf,employee_lpp_monthly_chf,employee_accident_monthly_chf,employee_total_contrib_monthly_chf,employer_ahv_iv_eo_monthly_chf,employer_unemployment_monthly_chf,employer_lpp_monthly_chf,employer_accident_monthly_chf,employer_total_contrib_monthly_chf,net_before_tax_monthly_chf,withholding_tax_monthly_chf,withholding_tax_rate_percent,net_after_tax_monthly_chf,ordinary_federal_tax_monthly_chf,ordinary_cantonal_tax_monthly_chf,ordinary_communal_tax_monthly_chf,ordinary_tax_monthly_chf,net_after_ordinary_tax_monthly_chf,employer_cost_monthly_chf,social_wedge_monthly_chf,total_wedge_after_tax_monthly_chf,total_wedge_after_ordinary_tax_monthly_chf,employee_contribution_rate,employer_contribution_rate,social_wedge_rate_employer_cost,cost_to_net_before_tax_ratio,cost_to_net_after_tax_ratio,cost_to_net_after_ordinary_tax_ratio,withholding_tax_status,ordinary_tax_status,profile_id
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,11300.0,135600.0,598.9,124.3,267.75,135.6,1126.55,598.9,124.3,267.75,56.5,1047.45,10173.45,1509.68,13.36,8663.77,468.45,725.27,725.27,1918.99,8254.46,12347.45,2174.0,3683.68,4092.99,0.09969469,0.09269469,0.17606874,1.21369349,1.42518211,1.49585194,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,11400.0,136800.0,604.2,125.4,267.75,136.8,1134.15,604.2,125.4,267.75,57.0,1054.35,10265.85,1529.88,13.42,8735.97,477.25,732.88,732.88,1943.02,8322.83,12454.35,2188.5,3718.38,4131.52,0.09948684,0.09248684,0.17572174,1.21318254,1.4256402,1.49640807,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,11500.0,138000.0,609.5,126.5,267.75,138.0,1141.75,609.5,126.5,267.75,57.5,1061.25,10358.25,1549.05,13.47,8809.2,486.05,740.5,740.5,1967.04,8391.21,12561.25,2203.0,3752.05,4170.04,0.09928261,0.09228261,0.17538063,1.21268071,1.42592403,1.49695336,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,11600.0,139200.0,614.8,127.6,267.75,139.2,1149.35,614.8,127.6,267.75,58.0,1068.15,10450.65,1570.64,13.54,8880.01,494.85,748.11,748.11,1991.07,8459.58,12668.15,2217.5,3788.14,4208.57,0.0990819,0.0920819,0.17504529,1.21218776,1.42659186,1.4974916,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,11700.0,140400.0,620.1,128.7,267.75,140.4,1156.95,620.1,128.7,267.75,58.5,1075.05,10543.05,1593.54,13.62,8949.51,503.65,755.72,755.72,2015.09,8527.96,12775.05,2232.0,3825.54,4247.09,0.09888462,0.09188462,0.17471556,1.21170344,1.42745804,1.49801946,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,11800.0,141600.0,625.4,129.8,267.75,141.6,1164.55,625.4,129.8,267.75,59.0,1081.95,10635.45,1615.42,13.69,9020.03,512.63,763.33,763.33,2039.3,8596.15,12881.95,2246.5,3861.92,4285.8,0.09869068,0.09169068,0.1743913,1.21122755,1.42814935,1.49857204,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,11900.0,142800.0,630.7,130.9,267.75,142.8,1172.15,630.7,130.9,267.75,59.5,1088.85,10727.85,1637.44,13.76,9090.41,523.63,770.95,770.95,2065.53,8662.32,12988.85,2261.0,3898.44,4326.53,0.0985,0.0915,0.17407238,1.21075984,1.42885194,1.4994655,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,12000.0,144000.0,636.0,132.0,267.75,144.0,1179.75,636.0,132.0,267.75,60.0,1095.75,10820.25,1662.0,13.85,9158.25,534.63,778.56,778.56,2091.75,8728.5,13095.75,2275.5,3937.5,4367.25,0.0983125,0.0913125,0.17375866,1.21030013,1.42994022,1.5003437,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,12100.0,145200.0,641.3,133.1,267.75,145.2,1187.35,641.3,133.1,267.75,60.5,1102.65,10912.65,1683.11,13.91,9229.54,545.63,786.17,786.17,2117.98,8794.67,13202.65,2290.0,3973.11,4407.98,0.0981281,0.0911281,0.17345003,1.2098482,1.43047758,1.50121039,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,12200.0,146400.0,646.6,134.2,267.75,146.4,1194.95,646.6,134.2,267.75,61.0,1109.55,11005.05,1705.56,13.98,9299.49,556.63,793.78,793.78,2144.2,8860.85,13309.55,2304.5,4010.06,4448.7,0.09794672,0.09094672,0.17314635,1.20940386,1.43121289,1.50206244,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,12300.0,147600.0,651.9,135.3,267.75,147.6,1202.55,651.9,135.3,267.75,61.5,1116.45,11097.45,1729.38,14.06,9368.07,567.63,801.4,801.4,2170.43,8927.02,13416.45,2319.0,4048.38,4489.43,0.09776829,0.09076829,0.17284751,1.20896692,1.43214664,1.50290354,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,12400.0,148800.0,657.2,135.85,267.75,148.2,1209.0,657.2,135.85,267.75,61.75,1122.55,11191.0,1752.12,14.13,9438.88,578.63,809.01,809.01,2196.65,8994.35,13522.55,2331.55,4083.67,4528.2,0.0975,0.09052823,0.1724194,1.20834152,1.43264349,1.50344939,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,12500.0,150000.0,662.5,135.85,267.75,148.2,1214.3,662.5,135.85,267.75,61.75,1127.85,11285.7,1775.0,14.2,9510.7,589.63,816.62,816.62,2222.88,9062.82,13627.85,2342.15,4117.15,4565.03,0.097144,0.090228,0.17186497,1.20753254,1.43289663,1.50370966,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,12600.0,151200.0,667.8,135.85,267.75,148.2,1219.6,667.8,135.85,267.75,61.75,1133.15,11380.4,1798.02,14.27,9582.38,600.63,824.23,824.23,2249.1,9131.3,13733.15,2352.75,4150.77,4601.85,0.09679365,0.08993254,0.17131903,1.20673702,1.43316692,1.50396439,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,12700.0,152400.0,673.1,135.85,267.75,148.2,1224.9,673.1,135.85,267.75,61.75,1138.45,11475.1,1821.18,14.34,9653.92,611.63,831.85,831.85,2275.33,9199.77,13838.45,2363.35,4184.53,4638.68,0.09644882,0.08964173,0.17078141,1.20595463,1.43345398,1.50421695,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,12800.0,153600.0,678.4,135.85,267.75,148.2,1230.2,678.4,135.85,267.75,61.75,1143.75,11569.8,1843.2,14.4,9726.6,622.63,839.46,839.46,2301.55,9268.25,13943.75,2373.95,4217.15,4675.5,0.09610937,0.08935547,0.1702519,1.20518505,1.43356877,1.50446417,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,12900.0,154800.0,683.7,135.85,267.75,148.2,1235.5,683.7,135.85,267.75,61.75,1149.05,11664.5,1867.92,14.48,9796.58,633.63,847.07,847.07,2327.78,9336.72,14049.05,2384.55,4252.47,4712.33,0.09577519,0.08907364,0.16973034,1.20442797,1.43407699,1.50470936,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,13000.0,156000.0,689.0,135.85,267.75,148.2,1240.8,689.0,135.85,267.75,61.75,1154.35,11759.2,1891.5,14.55,9867.7,644.63,854.68,854.68,2354.0,9405.2,14154.35,2395.15,4286.65,4749.15,0.09544615,0.08879615,0.16921653,1.20368307,1.43441227,1.50494939,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,13100.0,157200.0,694.3,135.85,267.75,148.2,1246.1,694.3,135.85,267.75,61.75,1159.65,11853.9,1913.91,14.61,9939.99,655.63,862.3,862.3,2380.23,9473.67,14259.65,2405.75,4319.66,4785.98,0.09512214,0.0885229,0.16871031,1.20295008,1.43457388,1.50518754,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,13200.0,158400.0,699.6,135.85,267.75,148.2,1251.4,699.6,135.85,267.75,61.75,1164.95,11948.6,1937.76,14.68,10010.84,666.63,869.91,869.91,2406.45,9542.15,14364.95,2416.35,4354.11,4822.8,0.09480303,0.08825379,0.16821151,1.20222871,1.43493953,1.50542069,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,13300.0,159600.0,704.9,135.85,267.75,148.2,1256.7,704.9,135.85,267.75,61.75,1170.25,12043.3,1959.09,14.73,10084.21,677.63,877.52,877.52,2432.68,9610.62,14470.25,2426.95,4386.04,4859.63,0.09448872,0.08798872,0.16771998,1.20151869,1.43494136,1.50565208,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,13400.0,160800.0,710.2,135.85,267.75,148.2,1262.0,710.2,135.85,267.75,61.75,1175.55,12138.0,1983.2,14.8,10154.8,688.63,885.13,885.13,2458.9,9679.1,14575.55,2437.55,4420.75,4896.45,0.0941791,0.08772761,0.16723554,1.20081974,1.435336,1.50587865,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,13500.0,162000.0,715.5,135.85,267.75,148.2,1267.3,715.5,135.85,267.75,61.75,1180.85,12232.7,2007.45,14.87,10225.25,699.63,892.75,892.75,2485.13,9747.57,14680.85,2448.15,4455.6,4933.28,0.09387407,0.08747037,0.16675806,1.20013161,1.43574485,1.50610357,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,13600.0,163200.0,720.8,135.85,267.75,148.2,1272.6,720.8,135.85,267.75,61.75,1186.15,12327.4,2029.12,14.92,10298.28,710.63,900.36,900.36,2511.35,9816.05,14786.15,2458.75,4487.87,4970.1,0.09357353,0.08721691,0.16628737,1.19945406,1.43578831,1.50632383,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,13700.0,164400.0,726.1,135.85,267.75,148.2,1277.9,726.1,135.85,267.75,61.75,1191.45,12422.1,2053.63,14.99,10368.47,721.63,908.12,908.12,2537.88,9884.22,14891.45,2469.35,4522.98,5007.23,0.09327737,0.08696715,0.16582334,1.19878684,1.43622444,1.50658828,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,13800.0,165600.0,731.4,135.85,267.75,148.2,1283.2,731.4,135.85,267.75,61.75,1196.75,12516.8,2075.52,15.04,10441.28,732.63,916.1,916.1,2564.83,9951.97,14996.75,2479.95,4555.47,5044.78,0.09298551,0.08672101,0.16536583,1.19812971,1.43629421,1.5069127,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,13900.0,166800.0,736.7,135.85,267.75,148.2,1288.5,736.7,135.85,267.75,61.75,1202.05,12611.5,2100.29,15.11,10511.21,743.63,924.07,924.07,2591.78,10019.72,15102.05,2490.55,4590.84,5082.33,0.09269784,0.08647842,0.1649147,1.19748246,1.43675657,1.50723274,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,14000.0,168000.0,742.0,135.85,267.75,148.2,1293.8,742.0,135.85,267.75,61.75,1207.35,12706.2,2122.4,15.16,10583.8,754.63,932.05,932.05,2618.73,10087.47,15207.35,2501.15,4623.55,5119.88,0.09241429,0.08623929,0.16446981,1.19684485,1.4368516,1.50754847,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,14100.0,169200.0,747.3,135.85,267.75,148.2,1299.1,747.3,135.85,267.75,61.75,1212.65,12800.9,2146.02,15.22,10654.88,765.63,940.02,940.02,2645.68,10155.22,15312.65,2511.75,4657.77,5157.43,0.09213475,0.08600355,0.16403105,1.19621667,1.43714899,1.50786,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,14200.0,170400.0,752.6,135.85,267.75,148.2,1304.4,752.6,135.85,267.75,61.75,1217.95,12895.6,2169.76,15.28,10725.84,776.63,948.0,948.0,2672.63,10222.97,15417.95,2522.35,4692.11,5194.98,0.09185915,0.08577113,0.16359827,1.19559772,1.43745851,1.50816739,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,14300.0,171600.0,757.9,135.85,267.75,148.2,1309.7,757.9,135.85,267.75,61.75,1223.25,12990.3,2192.19,15.33,10798.11,787.63,955.97,955.97,2699.58,10290.72,15523.25,2532.95,4725.14,5232.53,0.09158741,0.08554196,0.16317137,1.1949878,1.43758954,1.50847074,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,14400.0,172800.0,763.2,135.85,267.75,148.2,1315.0,763.2,135.85,267.75,61.75,1228.55,13085.0,2216.16,15.39,10868.84,798.63,963.95,963.95,2726.53,10358.47,15628.55,2543.55,4759.71,5270.08,0.09131944,0.08531597,0.16275022,1.1943867,1.43792254,1.50877012,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,14500.0,174000.0,768.5,135.85,267.75,148.2,1320.3,768.5,135.85,267.75,61.75,1233.85,13179.7,2237.35,15.43,10942.35,809.63,971.92,971.92,2753.48,10426.22,15733.85,2554.15,4791.5,5307.63,0.09105517,0.0850931,0.16233471,1.19379424,1.43788583,1.50906561,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,14600.0,175200.0,773.8,135.85,267.75,148.2,1325.6,773.8,135.85,267.75,61.75,1239.15,13274.4,2261.54,15.49,11012.86,820.63,979.9,979.9,2780.43,10493.97,15839.15,2564.75,4826.29,5345.18,0.09079452,0.08487329,0.16192472,1.19321024,1.43824129,1.50935728,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,14700.0,176400.0,779.1,135.85,267.75,148.2,1330.9,779.1,135.85,267.75,61.75,1244.45,13369.1,2287.32,15.56,11081.78,831.63,987.87,987.87,2807.38,10561.72,15944.45,2575.35,4862.67,5382.73,0.09053741,0.08465646,0.16152015,1.19263451,1.43879864,1.50964521,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,14800.0,177600.0,784.4,135.85,267.75,148.2,1336.2,784.4,135.85,267.75,61.75,1249.75,13463.8,2310.28,15.61,11153.52,842.63,995.85,995.85,2834.33,10629.47,16049.75,2585.95,4896.23,5420.28,0.09028378,0.08444257,0.16112089,1.19206688,1.43898518,1.50992947,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,14900.0,178800.0,789.7,135.85,267.75,148.2,1341.5,789.7,135.85,267.75,61.75,1255.05,13558.5,2336.32,15.68,11222.18,853.63,1003.82,1003.82,2861.28,10697.22,16155.05,2596.55,4932.87,5457.83,0.09003356,0.08423154,0.16072683,1.19150717,1.43956433,1.51021013,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,15000.0,180000.0,795.0,135.85,267.75,148.2,1346.8,795.0,135.85,267.75,61.75,1260.35,13653.2,2361.0,15.74,11292.2,864.63,1011.8,1011.8,2888.23,10764.97,16260.35,2607.15,4968.15,5495.38,0.08978667,0.08402333,0.16033788,1.19095523,1.43996298,1.51048726,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,15100.0,181200.0,800.3,135.85,267.75,148.2,1352.1,800.3,135.85,267.75,61.75,1265.65,13747.9,2387.31,15.81,11360.59,875.63,1019.77,1019.77,2915.18,10832.72,16365.65,2617.75,5005.06,5532.93,0.08954305,0.08381788,0.15995393,1.1904109,1.44056339,1.51076092,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,15200.0,182400.0,805.6,135.85,267.75,148.2,1357.4,805.6,135.85,267.75,61.75,1270.95,13842.6,2412.24,15.87,11430.36,886.63,1027.75,1027.75,2942.13,10900.47,16470.95,2628.35,5040.59,5570.48,0.08930263,0.08361513,0.15957489,1.18987401,1.44098261,1.51103118,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,15300.0,183600.0,810.9,135.85,267.75,148.2,1362.7,810.9,135.85,267.75,61.75,1276.25,13937.3,2437.29,15.93,11500.01,897.63,1035.72,1035.72,2969.08,10968.22,16576.25,2638.95,5076.24,5608.03,0.08906536,0.08341503,0.15920066,1.18934442,1.44141179,1.5112981,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,15400.0,184800.0,816.2,135.85,267.75,148.2,1368.0,816.2,135.85,267.75,61.75,1281.55,14032.0,2462.46,15.99,11569.54,908.63,1043.7,1043.7,2996.03,11035.97,16681.55,2649.55,5112.01,5645.58,0.08883117,0.08321753,0.15883116,1.18882198,1.44185076,1.51156174,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,15500.0,186000.0,821.5,135.85,267.75,148.2,1373.3,821.5,135.85,267.75,61.75,1286.85,14126.7,2487.75,16.05,11638.95,921.28,1051.67,1051.67,3024.63,11102.07,16786.85,2660.15,5147.9,5684.78,0.0886,0.08302258,0.1584663,1.18830654,1.44229935,1.51204685,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,15600.0,187200.0,826.8,135.85,267.75,148.2,1378.6,826.8,135.85,267.75,61.75,1292.15,14221.4,2513.16,16.11,11708.24,934.48,1059.65,1059.65,3053.78,11167.62,16892.15,2670.75,5183.91,5724.53,0.08837179,0.08283013,0.15810598,1.18779797,1.44275741,1.51260072,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,15700.0,188400.0,832.1,135.85,267.75,148.2,1383.9,832.1,135.85,267.75,61.75,1297.45,14316.1,2535.55,16.15,11780.55,947.68,1067.62,1067.62,3082.93,11233.17,16997.45,2681.35,5216.9,5764.28,0.0881465,0.08264013,0.15775013,1.18729612,1.44284011,1.51314811,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,15800.0,189600.0,837.4,135.85,267.75,148.2,1389.2,837.4,135.85,267.75,61.75,1302.75,14410.8,2562.76,16.22,11848.04,960.88,1075.6,1075.6,3112.08,11298.72,17102.75,2691.95,5254.71,5804.03,0.08792405,0.08245253,0.15739866,1.18680087,1.4435088,1.51368916,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,15900.0,190800.0,842.7,135.85,267.75,148.2,1394.5,842.7,135.85,267.75,61.75,1308.05,14505.5,2588.52,16.28,11916.98,974.08,1083.83,1083.83,3141.74,11363.76,17208.05,2702.55,5291.07,5844.29,0.0877044,0.0822673,0.1570515,1.18631209,1.4439942,1.51429192,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,16000.0,192000.0,848.0,135.85,267.75,148.2,1399.8,848.0,135.85,267.75,61.75,1313.35,14600.2,2612.8,16.33,11987.4,987.28,1092.24,1092.24,3171.76,11428.44,17313.35,2713.15,5325.95,5884.91,0.0874875,0.08208438,0.15670855,1.18582965,1.44429568,1.51493555,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,16100.0,193200.0,853.3,135.85,267.75,148.2,1405.1,853.3,135.85,267.75,61.75,1318.65,14694.9,2638.79,16.39,12056.11,1000.48,1100.65,1100.65,3201.78,11493.12,17418.65,2723.75,5362.54,5925.53,0.08727329,0.08190373,0.15636975,1.18535342,1.44479853,1.51557192,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,16200.0,194400.0,858.6,135.85,267.75,148.2,1410.4,858.6,135.85,267.75,61.75,1323.95,14789.6,2661.66,16.43,12127.94,1013.68,1109.06,1109.06,3231.8,11557.8,17523.95,2734.35,5396.01,5966.15,0.08706173,0.08172531,0.15603503,1.1848833,1.44492387,1.51620118,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,16300.0,195600.0,863.9,135.85,267.75,148.2,1415.7,863.9,135.85,267.75,61.75,1329.25,14884.3,2687.87,16.49,12196.43,1026.88,1117.47,1117.47,3261.82,11622.48,17629.25,2744.95,5432.82,6006.77,0.08685276,0.08154908,0.1557043,1.18441915,1.44544346,1.51682343,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,16400.0,196800.0,869.2,135.85,267.75,148.2,1421.0,869.2,135.85,267.75,61.75,1334.55,14979.0,2714.2,16.55,12264.8,1040.08,1125.88,1125.88,3291.84,11687.16,17734.55,2755.55,5469.75,6047.39,0.08664634,0.081375,0.1553775,1.18396088,1.4459714,1.5174388,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,16500.0,198000.0,874.5,135.85,267.75,148.2,1426.3,874.5,135.85,267.75,61.75,1339.85,15073.7,2737.35,16.59,12336.35,1053.28,1134.29,1134.29,3321.86,11751.84,17839.85,2766.15,5503.5,6088.01,0.08644242,0.08120303,0.15505455,1.18350836,1.44612061,1.51804739,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
Switzerland,CH,2026-01,CHF,LU,Lucerne,Lucerne,Luzern,16600.0,199200.0,879.8,135.85,267.75,148.2,1431.6,879.8,135.85,267.75,61.75,1345.15,15168.4,2763.9,16.65,12404.5,1066.48,1142.7,1142.7,3351.88,11816.52,17945.15,2776.75,5540.65,6128.63,0.08624096,0.08103313,0.1547354,1.1830615,1.44666452,1.51864931,official_2026_tariff_A0,official_2026_federal_cantonal_communal,switzerland__lu__single_no_child_standard_lpp
